DCOMIRIS,HOSPITALm2,Sum of HOSPITAL_employee,HOSPITAL_customer,FITNESS_m2,FITNESS_employee,FITNESS_customers,PUBS_m2,PUBS_employee,PUBS_employee2,PUBS_customers,CINEMA_m2,CINEMA_employee,CINEMA_customers,MUSEUM_m2,MUSEUM_employee,MUSEUM_customers,SUM_lesiure,size
674820503,,0,0.0,,0.0,0.0,800.0,15.0,15.0,1312.0,,0.0,0.0,,0.0,0.0,1312.0,1312
674820601,,0,0.0,11023.9,88.2,2480.4,960.0,18.0,18.0,1574.4,,0.0,0.0,1639.8,27.4,328.0,4382.8,4383
674820602,,0,0.0,,0.0,0.0,556.8,10.5,10.5,913.2,,0.0,0.0,,0.0,0.0,913.2,914
674820603,,0,0.0,18401.9,148.8,4140.4,549.1,10.3,10.3,900.6,3000.0,24.9,1350.0,,0.0,0.0,6391.0,6392
674820701,,0,0.0,8141.1,68.6,1831.7,728.7,13.7,13.7,1195.0,,0.0,0.0,,0.0,0.0,3026.8,3027
674820702,5619.2,73.0489617,196.7,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674820801,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674820802,,0,0.0,3804.2,30.4,856.0,480.0,9.0,9.0,787.2,,0.0,0.0,,0.0,0.0,1643.2,1644
674820803,,0,0.0,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
674820804,,0,0.0,6208.7,51.6,1397.0,960.0,18.0,18.0,1574.4,,0.0,0.0,356.6,6.0,71.3,3042.7,3043
674820901,,0,0.0,,0.0,0.0,1120.0,21.1,21.1,1836.8,,0.0,0.0,,0.0,0.0,1836.8,1837
674820902,,0,0.0,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
674820903,,0,0.0,1703.7,13.6,383.3,800.0,15.0,15.0,1312.0,,0.0,0.0,,0.0,0.0,1695.3,1696
674821001,,0,0.0,21395.9,171.2,4814.1,480.0,9.0,9.0,787.2,,0.0,0.0,,0.0,0.0,5601.3,5602
674821002,,0,0.0,9099.4,72.8,2047.4,320.0,6.0,6.0,524.8,,0.0,0.0,,0.0,0.0,2572.2,2573
674821004,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674821005,,0,0.0,8369.1,67.0,1883.1,320.0,6.0,6.0,524.8,,0.0,0.0,,0.0,0.0,2407.9,2408
674821101,27066.5,351.8643752,947.3,,0.0,0.0,1280.0,24.1,24.1,2099.2,,0.0,0.0,,0.0,0.0,2099.2,2100
674821102,,0,0.0,,0.0,0.0,1218.2,22.9,22.9,1997.8,,0.0,0.0,,0.0,0.0,1997.8,1998
674821103,,0,0.0,,0.0,0.0,2620.2,49.3,49.3,4297.1,,0.0,0.0,,0.0,0.0,4297.1,4298
674821104,,0,0.0,5213.6,41.7,1173.1,2240.0,42.1,42.1,3673.6,,0.0,0.0,,0.0,0.0,4846.7,4847
674821201,,0,0.0,,0.0,0.0,320.0,6.0,6.0,524.8,,0.0,0.0,,0.0,0.0,524.8,525
674821202,,0,0.0,,0.0,0.0,480.0,9.0,9.0,787.2,,0.0,0.0,,0.0,0.0,787.2,788
674821203,,0,0.0,,0.0,0.0,320.0,6.0,6.0,524.8,,0.0,0.0,,0.0,0.0,524.8,525
674821204,,0,0.0,1950.0,15.6,438.7,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,701.1,702
674821205,,0,0.0,14937.4,119.5,3360.9,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,3623.3,3624
674821206,,0,0.0,438.2,3.5,98.6,1120.0,21.1,21.1,1836.8,,0.0,0.0,,0.0,0.0,1935.4,1936
674821207,,0,0.0,394.4,3.2,88.7,960.0,18.0,18.0,1574.4,1000.0,8.3,450.0,,0.0,0.0,2113.1,2114
674821301,,0,0.0,878.9,7.0,197.8,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,197.8,198
674821302,3153.0,40.988428,110.4,2510.5,20.1,564.9,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,564.9,565
674821303,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674821401,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674821402,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674821403,,0,0.0,,0.0,0.0,320.0,6.0,6.0,524.8,,0.0,0.0,,0.0,0.0,524.8,525
674821404,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674821405,,0,0.0,458.6,3.7,103.2,320.0,6.0,6.0,524.8,,0.0,0.0,,0.0,0.0,628.0,628
674821501,,0,0.0,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
674821502,,0,0.0,3651.6,29.2,821.6,575.6,10.8,10.8,944.0,,0.0,0.0,,0.0,0.0,1765.6,1766
674821503,,0,0.0,9930.8,80.6,2234.4,800.0,15.0,15.0,1312.0,,0.0,0.0,,0.0,0.0,3546.4,3547
674821601,,0,0.0,1768.3,14.1,397.9,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,397.9,398
674821603,,0,0.0,170.0,2.0,38.2,640.0,12.0,12.0,1049.6,,0.0,0.0,,0.0,0.0,1087.8,1088
674821604,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674821605,,0,0.0,976.2,7.8,219.6,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,219.6,220
674821606,,0,0.0,1093.0,8.7,245.9,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,508.3,509
674821701,,0,0.0,3496.5,28.0,786.7,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,1049.1,1050
674821702,,0,0.0,5565.5,44.5,1252.2,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1252.2,1253
674821703,,0,0.0,675.0,5.4,151.9,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,414.3,415
674821704,,0,0.0,1963.8,15.7,441.9,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,704.3,705
674821705,351098.6,4564.998472,12288.5,1318.8,10.6,296.7,320.0,6.0,6.0,524.8,,0.0,0.0,,0.0,0.0,821.5,822
674821706,,0,0.0,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
674821801,,0,0.0,1763.2,14.1,396.7,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,659.1,660
674821802,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674821803,19390.8,252.080907,678.7,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
674821804,,0,0.0,,0.0,0.0,320.0,6.0,6.0,524.8,,0.0,0.0,,0.0,0.0,524.8,525
674821901,,0,0.0,448.8,3.6,101.0,320.0,6.0,6.0,524.8,,0.0,0.0,,0.0,0.0,625.8,626
674821902,,0,0.0,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
674821903,,0,0.0,,0.0,0.0,800.0,15.0,15.0,1312.0,,0.0,0.0,,0.0,0.0,1312.0,1312
674821904,,0,0.0,,0.0,0.0,1600.0,30.1,30.1,2624.0,,0.0,0.0,,0.0,0.0,2624.0,2624
674821905,,0,0.0,2874.7,23.0,646.8,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,909.2,910
674822001,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674822002,,0,0.0,114.5,1.0,25.8,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,25.8,26
674822101,,0,0.0,558.6,5.3,125.7,856.5,16.1,16.1,1404.6,,0.0,0.0,,0.0,0.0,1530.3,1531
674822102,,0,0.0,2083.5,16.7,468.8,114.2,2.2,2.2,187.4,,0.0,0.0,,0.0,0.0,656.2,657
674822103,29151.7,378.9717256,1020.3,4430.5,35.4,996.9,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,996.9,997
674822104,,0,0.0,,0.0,0.0,800.0,15.0,15.0,1312.0,,0.0,0.0,,0.0,0.0,1312.0,1312
674822105,34296.1,447.9321266,1201.0,16289.3,135.6,3665.1,378.5,7.1,7.1,620.7,,0.0,0.0,,0.0,0.0,4285.8,4286
674822106,,0,0.0,2943.8,25.2,662.4,52.2,1.0,1.0,85.6,,0.0,0.0,,0.0,0.0,748.0,748
674822201,,0,0.0,7953.1,63.6,1789.5,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1789.5,1790
674822202,53099.4,690.2918464,1858.5,785.1,6.3,176.7,708.3,13.3,13.3,1161.5,,0.0,0.0,,0.0,0.0,1338.2,1339
674822206,,0,0.0,,0.0,0.0,36.1,1.0,1.0,59.2,,0.0,0.0,,0.0,0.0,59.2,60
674822301,,0,0.0,982.7,7.9,221.1,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,221.1,222
674822302,,0,0.0,,0.0,0.0,246.9,4.6,4.6,404.9,,0.0,0.0,,0.0,0.0,404.9,405
674822303,,0,0.0,964.4,7.7,217.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,479.4,480
674822304,,0,0.0,181.0,1.4,40.7,332.2,6.2,6.2,544.8,,0.0,0.0,,0.0,0.0,585.5,586
674822305,,0,0.0,9673.9,77.4,2176.6,160.0,3.0,3.0,262.4,,0.0,0.0,6385.3,106.6,1277.1,3716.1,3717
674822401,,0,0.0,,0.0,0.0,640.0,12.0,12.0,1049.6,,0.0,0.0,,0.0,0.0,1049.6,1050
674822402,,0,0.0,1903.6,16.4,428.3,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,428.3,429
674822403,,0,0.0,,0.0,0.0,403.2,7.6,7.6,661.3,,0.0,0.0,,0.0,0.0,661.3,662
674822404,,0,0.0,,0.0,0.0,480.0,9.0,9.0,787.2,,0.0,0.0,,0.0,0.0,787.2,788
674822405,,0,0.0,,0.0,0.0,960.0,18.0,18.0,1574.4,,0.0,0.0,,0.0,0.0,1574.4,1575
674822407,,0,0.0,,0.0,0.0,395.4,7.4,7.4,648.5,,0.0,0.0,,0.0,0.0,648.5,649
674822501,,0,0.0,,0.0,0.0,478.8,9.0,9.0,785.3,,0.0,0.0,,0.0,0.0,785.3,786
674822502,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674822503,,0,0.0,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
674822601,,0,0.0,3465.5,27.7,779.7,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,779.7,780
674822602,,0,0.0,963.7,7.7,216.8,480.0,9.0,9.0,787.2,,0.0,0.0,,0.0,0.0,1004.0,1005
674822702,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674822703,,0,0.0,1025.3,8.2,230.7,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,230.7,231
674822801,,0,0.0,1119.9,9.0,252.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,252.0,252
674822802,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674822804,,0,0.0,4978.4,40.2,1120.1,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1120.1,1121
674822901,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674822902,,0,0.0,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
674823001,,0,0.0,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
674823002,,0,0.0,762.7,6.1,171.6,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,171.6,172
674823003,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674830000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674840000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674850000,,0,0.0,,0.0,0.0,193.5,3.6,3.6,317.3,,0.0,0.0,,0.0,0.0,317.3,318
674860000,,0,0.0,,0.0,0.0,423.6,8.3,8.3,694.7,,0.0,0.0,,0.0,0.0,694.7,695
674870000,,0,0.0,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
674880000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674890000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674900000,,0,0.0,11.0,1.0,2.5,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,264.9,265
674910000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674920000,,0,0.0,,0.0,0.0,71.3,1.3,1.3,117.0,,0.0,0.0,,0.0,0.0,117.0,118
674930000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674940000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674950000,,0,0.0,1586.3,13.3,356.9,380.3,7.1,7.1,623.6,,0.0,0.0,,0.0,0.0,980.5,981
674970000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674980000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
674990000,,0,0.0,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
675000000,,0,0.0,168.7,4.0,37.9,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,300.3,301
675010000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675020000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675030000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675040000,,0,0.0,24.8,2.0,5.6,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,268.0,268
675050000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675060101,,0,0.0,1812.7,14.5,407.8,640.0,12.0,12.0,1049.6,,0.0,0.0,,0.0,0.0,1457.4,1458
675060102,,0,0.0,3628.6,29.1,816.4,640.0,12.0,12.0,1049.6,,0.0,0.0,,0.0,0.0,1866.0,1867
675070000,,0,0.0,2722.8,28.0,612.6,1267.1,23.9,23.9,2078.1,,0.0,0.0,,0.0,0.0,2690.7,2691
675080000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675090000,,0,0.0,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
675100000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675110000,,0,0.0,113.1,1.0,25.5,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,25.5,26
675130000,,0,0.0,601.6,4.8,135.3,,0.0,0.0,0.0,,0.0,0.0,951.2,15.9,190.2,325.6,326
675140000,,0,0.0,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
675150000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675160000,,0,0.0,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
675170000,,0,0.0,131.9,2.0,29.7,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,29.7,30
675190101,,0,0.0,2866.9,23.2,645.0,707.9,13.3,13.3,1161.0,,0.0,0.0,,0.0,0.0,1806.0,1807
675190102,,0,0.0,12061.7,99.8,2713.9,960.0,18.0,18.0,1574.4,,0.0,0.0,7237.5,120.9,1447.5,5735.8,5736
675200101,,0,0.0,1150.0,10.3,258.7,459.7,8.6,8.6,753.8,,0.0,0.0,,0.0,0.0,1012.6,1013
675200102,,0,0.0,,0.0,0.0,451.6,8.7,8.7,740.6,,0.0,0.0,,0.0,0.0,740.6,741
675210000,,0,0.0,,0.0,0.0,89.6,1.7,1.7,146.9,,0.0,0.0,,0.0,0.0,146.9,147
675220000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675230000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675240000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675250000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675260000,,0,0.0,141.7,3.0,31.9,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,31.9,32
675270000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675280000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675290000,,0,0.0,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
675300000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675310000,,0,0.0,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
675320000,,0,0.0,103.2,1.0,23.2,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,23.2,24
675340000,,0,0.0,,0.0,0.0,156.2,2.9,2.9,256.2,,0.0,0.0,,0.0,0.0,256.2,257
675350000,,0,0.0,,0.0,0.0,320.0,6.0,6.0,524.8,,0.0,0.0,,0.0,0.0,524.8,525
675360000,,0,0.0,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
675370000,,0,0.0,,0.0,0.0,54.1,1.0,1.0,88.7,,0.0,0.0,,0.0,0.0,88.7,89
675380000,,0,0.0,,0.0,0.0,480.0,9.0,9.0,787.2,1000.0,8.3,450.0,,0.0,0.0,1237.2,1238
675390000,,0,0.0,1077.9,9.5,242.5,212.6,4.0,4.0,348.6,,0.0,0.0,,0.0,0.0,591.1,592
675400000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675410000,,0,0.0,50.5,1.0,11.4,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,11.4,12
675420000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675430000,,0,0.0,1093.8,11.1,246.1,108.8,2.3,2.3,178.5,,0.0,0.0,,0.0,0.0,424.6,425
675440101,,0,0.0,964.3,7.7,217.0,3170.8,60.9,60.9,5200.1,,0.0,0.0,1994.7,33.3,398.9,5816.0,5816
675440102,28348.2,368.5270355,992.2,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
675440103,,0,0.0,2242.4,18.3,504.5,347.8,7.0,7.0,570.5,,0.0,0.0,,0.0,0.0,1075.0,1076
675440201,,0,0.0,,0.0,0.0,71.7,1.3,1.3,117.6,,0.0,0.0,,0.0,0.0,117.6,118
675440202,,0,0.0,6550.9,60.6,1474.0,604.4,11.4,11.4,991.2,,0.0,0.0,,0.0,0.0,2465.1,2466
675450000,,0,0.0,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
675460000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675470000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675480000,,0,0.0,367.4,4.0,82.7,68.4,1.3,1.3,112.2,,0.0,0.0,,0.0,0.0,194.8,195
675500000,,0,0.0,394.2,5.7,88.7,544.2,10.4,10.4,892.4,,0.0,0.0,,0.0,0.0,981.1,982
675510000,,0,0.0,55.3,1.0,12.4,320.0,6.0,6.0,524.8,,0.0,0.0,,0.0,0.0,537.2,538
675520000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675530000,,0,0.0,,0.0,0.0,160.0,3.0,3.0,262.4,,0.0,0.0,,0.0,0.0,262.4,263
675540000,,0,0.0,7.2,1.0,1.6,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.6,2
675550000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675560000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
675570000,,0,0.0,,0.0,0.0,143.4,2.7,2.7,235.2,,0.0,0.0,,0.0,0.0,235.2,236
675580000,,0,0.0,,0.0,0.0,98.9,2.0,2.0,162.2,,0.0,0.0,,0.0,0.0,162.2,163
675590000,,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0
(blank),,,,,,,,,,,,,,,,,0.0,0
Grand Total,1168638.8,15290.32728,40953.9,557977.5,4859.7,125544.9,174084.0,3301.5,3301.5,285497.7,12204.0,101.3,5491.8,101208.2,1697.7,20241.6,436776.1,436777
